Simulation,Prey,Predator,DietPercent,NPredatorStagesObserved
30,StripedBass,WhitePerch,0.010281854612612993,3
30,StripedBass,WinterFlounder,0.14778798592643622,2
30,WhitePerch,AtlanticHerring,0.018946969112197336,3
30,WhitePerch,AtlanticMackerel,0,3
30,WhitePerch,AtlanticTomcod,0.2031280217750538,3
30,WhitePerch,Benthopelagics,1.5851720979074267e-4,3
30,WhitePerch,BlackSeaBass,0,3
30,WhitePerch,Flounders,0.04217925835171808,2
30,WhitePerch,Goosefish,0,3
30,WhitePerch,Hakes,0,3
30,WhitePerch,MiscellaneousDemersals,2.7401601699999998e-6,3
30,WhitePerch,Scup,0,3
30,WhitePerch,ShallowDemersal,0.105693565129896,3
30,WhitePerch,SkateRays,0,2
30,WhitePerch,SpinyDogfish,0,2
30,WhitePerch,Squids,0,3
30,WhitePerch,StripedBass,0.029476321883268927,3
30,WhitePerch,WhitePerch,8.279977860905242e-4,3
30,WhitePerch,WinterFlounder,0.05000581352137889,2
30,WinterFlounder,AtlanticHerring,0.3117539453666667,3
30,WinterFlounder,AtlanticMackerel,0.6569461578491166,3
30,WinterFlounder,AtlanticTomcod,0.057678275984233335,3
30,WinterFlounder,Benthopelagics,0.007074135940966666,3
30,WinterFlounder,BlackSeaBass,0.25353143309737153,3
30,WinterFlounder,Flounders,0.8298761739049652,2
30,WinterFlounder,Goosefish,0.560081529462907,3
30,WinterFlounder,Hakes,0.5465070799791333,3
30,WinterFlounder,MiscellaneousDemersals,0.15265564967083334,3
30,WinterFlounder,Scup,0.11908544262191999,3
30,WinterFlounder,ShallowDemersal,0.8476686959783333,3
30,WinterFlounder,SkateRays,0.47636457903900004,2
30,WinterFlounder,SpinyDogfish,0.4535837396909,2
30,WinterFlounder,Squids,1.53493137003,3
30,WinterFlounder,StripedBass,1.091709384146156,3
30,WinterFlounder,WhitePerch,0.2516352644001187,3
30,WinterFlounder,WinterFlounder,1.28165922671575,2
31,AtlanticHerring,AtlanticHerring,0.45781181958871664,3
31,AtlanticHerring,AtlanticMackerel,2.7703669293333335,3
31,AtlanticHerring,AtlanticTomcod,0.262079988282675,2
31,AtlanticHerring,Benthopelagics,0.08300544207,3
31,AtlanticHerring,BlackSeaBass,1.92666527103,3
31,AtlanticHerring,Flounders,6.1041763198500005,2
31,AtlanticHerring,Goosefish,1.3104666559333333,3
31,AtlanticHerring,Hakes,3.4886296006971667,3
31,AtlanticHerring,MiscellaneousDemersals,1.318992428125,3
31,AtlanticHerring,Scup,1.3866320572413333,3
31,AtlanticHerring,ShallowDemersal,2.5792980359887667,3
31,AtlanticHerring,SkateRays,1.9303005489325,2
31,AtlanticHerring,SpinyDogfish,2.13972419645,2
31,AtlanticHerring,Squids,6.10639861075,3
31,AtlanticHerring,StripedBass,3.917406643476667,3
31,AtlanticHerring,WhitePerch,1.2868857247104595,3
31,AtlanticHerring,WinterFlounder,4.8945842616115,2
31,AtlanticMackerel,AtlanticHerring,0.10740702527188334,3
31,AtlanticMackerel,AtlanticMackerel,16.920050414759427,3
31,AtlanticMackerel,AtlanticTomcod,0,2
31,AtlanticMackerel,Benthopelagics,3.1878389371666664e-4,3
31,AtlanticMackerel,BlackSeaBass,0.45120956425618336,3
31,AtlanticMackerel,Flounders,1.65485247475,2
31,AtlanticMackerel,Goosefish,4.191582282610667,3
31,AtlanticMackerel,Hakes,1.1835727005225682,3
31,AtlanticMackerel,MiscellaneousDemersals,0.22802430526473333,3
31,AtlanticMackerel,Scup,0.20873470838608332,3
31,AtlanticMackerel,ShallowDemersal,0.39191865802491666,3
31,AtlanticMackerel,SkateRays,2.72224148075,2
31,AtlanticMackerel,SpinyDogfish,4.473097679497,2
31,AtlanticMackerel,Squids,1.3244036849484333,3
31,AtlanticMackerel,StripedBass,4.354185836802266,3
31,AtlanticMackerel,WhitePerch,0,3
31,AtlanticMackerel,WinterFlounder,1.6762579977749998,2
31,AtlanticTomcod,AtlanticHerring,0.0014082592331083332,3
31,AtlanticTomcod,AtlanticMackerel,0,3
31,AtlanticTomcod,AtlanticTomcod,0.087125592165475,2
31,AtlanticTomcod,Benthopelagics,5.99094431892e-7,3
31,AtlanticTomcod,BlackSeaBass,0,3
31,AtlanticTomcod,Flounders,0.00444337551248,2
31,AtlanticTomcod,Goosefish,0,3
31,AtlanticTomcod,Hakes,0,3
31,AtlanticTomcod,MiscellaneousDemersals,0.0032827593433949996,3
31,AtlanticTomcod,Scup,0,3
31,AtlanticTomcod,ShallowDemersal,0.027213521619378334,3
31,AtlanticTomcod,SkateRays,0,2
31,AtlanticTomcod,SpinyDogfish,0,2
31,AtlanticTomcod,Squids,0,3
31,AtlanticTomcod,StripedBass,0.0045634294923300005,3
31,AtlanticTomcod,WhitePerch,0.0014955961471677778,3
31,AtlanticTomcod,WinterFlounder,0.007008130269911065,2
31,Benthopelagics,AtlanticHerring,6.250596034960549,3
31,Benthopelagics,AtlanticMackerel,9.920333861138333,3
31,Benthopelagics,AtlanticTomcod,10.425222775,2
31,Benthopelagics,Benthopelagics,0.03977568185566667,3
31,Benthopelagics,BlackSeaBass,3.13647331986375,3
31,Benthopelagics,Flounders,2.248526941175,2
31,Benthopelagics,Goosefish,1.7981481788314433,3
31,Benthopelagics,Hakes,2.6139503802,3
31,Benthopelagics,MiscellaneousDemersals,2.651073723416078,3
31,Benthopelagics,Scup,3.1225884834245705,3
31,Benthopelagics,ShallowDemersal,8.349243123754633,3
31,Benthopelagics,SkateRays,5.697670689000001,2
31,Benthopelagics,SpinyDogfish,4.36378292825,2
31,Benthopelagics,Squids,9.90435662075,3
31,Benthopelagics,StripedBass,3.5429966323953335,3
31,Benthopelagics,WhitePerch,15.87339902517222,3
31,Benthopelagics,WinterFlounder,11.94809601623,2
31,Benthos,AtlanticHerring,0,3
31,Benthos,AtlanticMackerel,0,3
31,Benthos,AtlanticTomcod,70.75395675,2
31,Benthos,Benthopelagics,0,3
31,Benthos,BlackSeaBass,34.6304839,3
31,Benthos,Flounders,24.041214625,2
31,Benthos,Goosefish,13.23736535,3
31,Benthos,Hakes,18.434876833333334,3
31,Benthos,MiscellaneousDemersals,48.36264635,3
31,Benthos,Scup,48.73815653333333,3
31,Benthos,ShallowDemersal,0,3
31,Benthos,SkateRays,62.941746075,2
31,Benthos,SpinyDogfish,53.69044235,2
31,Benthos,Squids,0,3
31,Benthos,StripedBass,12.024422446102657,3
31,Benthos,WhitePerch,44.657435166666666,3
31,Benthos,WinterFlounder,25.53383645,2
31,BlackSeaBass,AtlanticHerring,0.8763569389206166,3
31,BlackSeaBass,AtlanticMackerel,1.26529103715,3
31,BlackSeaBass,AtlanticTomcod,0,2
31,BlackSeaBass,Benthopelagics,0.030182465352783332,3
31,BlackSeaBass,BlackSeaBass,0.5761505071746691,3
31,BlackSeaBass,Flounders,0.59096627233465,2
31,BlackSeaBass,Goosefish,0.48045874167686664,3
31,BlackSeaBass,Hakes,0.41763740884916667,3
31,BlackSeaBass,MiscellaneousDemersals,0.12433504879221667,3
31,BlackSeaBass,Scup,0.12433525799602152,3
31,BlackSeaBass,ShallowDemersal,1.6224755673816669,3
31,BlackSeaBass,SkateRays,0.42620425431075004,2
31,BlackSeaBass,SpinyDogfish,0.506998481421,2
31,BlackSeaBass,Squids,1.76786034016,3
31,BlackSeaBass,StripedBass,0.6117245926991863,3
31,BlackSeaBass,WhitePerch,0,3
31,BlackSeaBass,WinterFlounder,0.4947584169715054,2
31,Diazotrophs,AtlanticHerring,0,3
31,Diazotrophs,AtlanticMackerel,0,3
31,Diazotrophs,AtlanticTomcod,0,2
31,Diazotrophs,Benthopelagics,0,3
31,Diazotrophs,BlackSeaBass,0,3
31,Diazotrophs,Flounders,0,2
31,Diazotrophs,Goosefish,0,3
31,Diazotrophs,Hakes,0,3
31,Diazotrophs,MiscellaneousDemersals,0,3
31,Diazotrophs,Scup,0,3
31,Diazotrophs,ShallowDemersal,0,3
31,Diazotrophs,SkateRays,0,2
31,Diazotrophs,SpinyDogfish,0,2
31,Diazotrophs,Squids,0,3
31,Diazotrophs,StripedBass,0,3
31,Diazotrophs,WhitePerch,0,3
31,Diazotrophs,WinterFlounder,0,2
31,Flounders,AtlanticHerring,0.136296051655096,3
31,Flounders,AtlanticMackerel,0.6006285491,3
31,Flounders,AtlanticTomcod,0.2355402379565,2
31,Flounders,Benthopelagics,0.038794278035000004,3
31,Flounders,BlackSeaBass,0.29617564916600003,3
31,Flounders,Flounders,1.06186426405,2
31,Flounders,Goosefish,1.9390828844541002,3
31,Flounders,Hakes,0.7165635024420051,3
31,Flounders,MiscellaneousDemersals,0.3326312389466667,3
31,Flounders,Scup,0.159342265936195,3
31,Flounders,ShallowDemersal,0.953757392211,3
31,Flounders,SkateRays,1.15881228921023,2
31,Flounders,SpinyDogfish,1.7335305149665001,2
31,Flounders,Squids,1.2367464670833332,3
31,Flounders,StripedBass,2.02993405095,3
31,Flounders,WhitePerch,1.2611311261644444,3
31,Flounders,WinterFlounder,1.26555702907075,2
31,Goosefish,AtlanticHerring,0.04823535682979467,3
31,Goosefish,AtlanticMackerel,0.18033292315107333,3
31,Goosefish,AtlanticTomcod,0,2
31,Goosefish,Benthopelagics,1.9621594812366666e-5,3
31,Goosefish,BlackSeaBass,0.0043086762882517185,3
31,Goosefish,Flounders,0.059056308532364994,2
31,Goosefish,Goosefish,0.043707777003181,3
31,Goosefish,Hakes,0.041219513176296345,3
31,Goosefish,MiscellaneousDemersals,0.02158112594727115,3
31,Goosefish,Scup,3.707552511399382,3
31,Goosefish,ShallowDemersal,0.20611245816801932,3
31,Goosefish,SkateRays,0.001436297073425,2
31,Goosefish,SpinyDogfish,0.005839595422825001,2
31,Goosefish,Squids,0.7631347647845166,3
31,Goosefish,StripedBass,0.021321939297351523,3
31,Goosefish,WhitePerch,0,3
31,Goosefish,WinterFlounder,0.327915383381862,2
31,Hakes,AtlanticHerring,0.06600672354267213,3
31,Hakes,AtlanticMackerel,0.25735985828625,3
31,Hakes,AtlanticTomcod,0,2
31,Hakes,Benthopelagics,5.341711051213334e-4,3
31,Hakes,BlackSeaBass,0.1802778055468509,3
31,Hakes,Flounders,0.6513305366278425,2
31,Hakes,Goosefish,0.40932627834674973,3
31,Hakes,Hakes,0.32632400370936276,3
31,Hakes,MiscellaneousDemersals,0.12260495745477916,3
31,Hakes,Scup,0.07581866369482515,3
31,Hakes,ShallowDemersal,0.37020549968341665,3
31,Hakes,SkateRays,0.25323498319349996,2
31,Hakes,SpinyDogfish,0.308952209445125,2
31,Hakes,Squids,0.8207148983770051,3
31,Hakes,StripedBass,0.5297060615937782,3
31,Hakes,WhitePerch,0,3
31,Hakes,WinterFlounder,1.035050404564275,2
31,LargePhytoplankton,AtlanticHerring,0.014233334806666666,3
31,LargePhytoplankton,AtlanticMackerel,0.002997216278333333,3
31,LargePhytoplankton,AtlanticTomcod,0.0057511471,2
31,LargePhytoplankton,Benthopelagics,0.013363574219666666,3
31,LargePhytoplankton,BlackSeaBass,0.011763637223333333,3
31,LargePhytoplankton,Flounders,0,2
31,LargePhytoplankton,Goosefish,0.005854494633333333,3
31,LargePhytoplankton,Hakes,0.00916233347,3
31,LargePhytoplankton,MiscellaneousDemersals,0.011080381925,3
31,LargePhytoplankton,Scup,0.01190963101925926,3
31,LargePhytoplankton,ShallowDemersal,0.014764852833333333,3
31,LargePhytoplankton,SkateRays,0,2
31,LargePhytoplankton,SpinyDogfish,0,2
31,LargePhytoplankton,Squids,0.005019525858333334,3
31,LargePhytoplankton,StripedBass,0.006049683516666667,3
31,LargePhytoplankton,WhitePerch,0.014660085497444445,3
31,LargePhytoplankton,WinterFlounder,0,2
31,LargeZooplankton,AtlanticHerring,53.37253071,3
31,LargeZooplankton,AtlanticMackerel,29.953911916666666,3
31,LargeZooplankton,AtlanticTomcod,1.863541225,2
31,LargeZooplankton,Benthopelagics,64.44185586166667,3
31,LargeZooplankton,BlackSeaBass,4.42358426,3
31,LargeZooplankton,Flounders,21.211318275,2
31,LargeZooplankton,Goosefish,9.64324151,3
31,LargeZooplankton,Hakes,4.452693448333333,3
31,LargeZooplankton,MiscellaneousDemersals,12.219017821666666,3
31,LargeZooplankton,Scup,12.282978534259259,3
31,LargeZooplankton,ShallowDemersal,31.934037353666668,3
31,LargeZooplankton,SkateRays,0,2
31,LargeZooplankton,SpinyDogfish,0,2
31,LargeZooplankton,Squids,10.400059478333333,3
31,LargeZooplankton,StripedBass,8.701949518061667,3
31,LargeZooplankton,WhitePerch,4.99283637,3
31,LargeZooplankton,WinterFlounder,21.7616365,2
31,MediumPhytoplankton,AtlanticHerring,0.5199805648333333,3
31,MediumPhytoplankton,AtlanticMackerel,0.06351254283333334,3
31,MediumPhytoplankton,AtlanticTomcod,0.8100263000000001,2
31,MediumPhytoplankton,Benthopelagics,1.1118706108833334,3
31,MediumPhytoplankton,BlackSeaBass,0,3
31,MediumPhytoplankton,Flounders,0,2
31,MediumPhytoplankton,Goosefish,0,3
31,MediumPhytoplankton,Hakes,0,3
31,MediumPhytoplankton,MiscellaneousDemersals,0,3
31,MediumPhytoplankton,Scup,0,3
31,MediumPhytoplankton,ShallowDemersal,0,3
31,MediumPhytoplankton,SkateRays,0,2
31,MediumPhytoplankton,SpinyDogfish,0,2
31,MediumPhytoplankton,Squids,0,3
31,MediumPhytoplankton,StripedBass,0,3
31,MediumPhytoplankton,WhitePerch,0,3
31,MediumPhytoplankton,WinterFlounder,0,2
31,MediumZooplankton,AtlanticHerring,18.859766538333332,3
31,MediumZooplankton,AtlanticMackerel,3.4742010333333333,3
31,MediumZooplankton,AtlanticTomcod,5.52537475,2
31,MediumZooplankton,Benthopelagics,17.741521275333334,3
31,MediumZooplankton,BlackSeaBass,30.0649779,3
31,MediumZooplankton,Flounders,0,2
31,MediumZooplankton,Goosefish,29.351651085,3
31,MediumZooplankton,Hakes,28.313535516666665,3
31,MediumZooplankton,MiscellaneousDemersals,17.710873499999998,3
31,MediumZooplankton,Scup,11.843636499074075,3
31,MediumZooplankton,ShallowDemersal,26.830216866666664,3
31,MediumZooplankton,SkateRays,0,2
31,MediumZooplankton,SpinyDogfish,0,2
31,MediumZooplankton,Squids,28.590424,3
31,MediumZooplankton,StripedBass,28.54596514685,3
31,MediumZooplankton,WhitePerch,18.66606008333333,3
31,MediumZooplankton,WinterFlounder,0,2
31,MiscellaneousDemersals,AtlanticHerring,2.227164353583333,3
31,MiscellaneousDemersals,AtlanticMackerel,3.4964942815999995,3
31,MiscellaneousDemersals,AtlanticTomcod,0.301853262053,2
31,MiscellaneousDemersals,Benthopelagics,0.09710845267420887,3
31,MiscellaneousDemersals,BlackSeaBass,2.4218747294653333,3
31,MiscellaneousDemersals,Flounders,7.282516482099999,2
31,MiscellaneousDemersals,Goosefish,2.48138997130064,3
31,MiscellaneousDemersals,Hakes,4.1764789101187505,3
31,MiscellaneousDemersals,MiscellaneousDemersals,1.45375276176,3
31,MiscellaneousDemersals,Scup,1.1709281057348888,3
31,MiscellaneousDemersals,ShallowDemersal,2.8857178630720837,3
31,MiscellaneousDemersals,SkateRays,4.129998441146125,2
31,MiscellaneousDemersals,SpinyDogfish,4.4368113853,2
31,MiscellaneousDemersals,Squids,4.9040913865,3
31,MiscellaneousDemersals,StripedBass,4.5906518981851665,3
31,MiscellaneousDemersals,WhitePerch,0.7343909647777778,3
31,MiscellaneousDemersals,WinterFlounder,8.127288201981749,2
31,Scup,AtlanticHerring,0.5077523791511667,3
31,Scup,AtlanticMackerel,1.4095393436766666,3
31,Scup,AtlanticTomcod,0,2
31,Scup,Benthopelagics,0.08954748506021666,3
31,Scup,BlackSeaBass,1.6516699876369165,3
31,Scup,Flounders,2.79881301645,2
31,Scup,Goosefish,1.4074328417333417,3
31,Scup,Hakes,2.305387275724633,3
31,Scup,MiscellaneousDemersals,0.42779887985325,3
31,Scup,Scup,2.0086400159034135,3
31,Scup,ShallowDemersal,0.9960727243822106,3
31,Scup,SkateRays,2.51224664766525,2
31,Scup,SpinyDogfish,2.741285371155,2
31,Scup,Squids,2.6094351541995,3
31,Scup,StripedBass,2.1026370672341326,3
31,Scup,WhitePerch,0,3
31,Scup,WinterFlounder,2.996546366163375,2
31,ShallowDemersal,AtlanticHerring,0.315836288947,3
31,ShallowDemersal,AtlanticMackerel,0.7528991030338,3
31,ShallowDemersal,AtlanticTomcod,0.6899850675,2
31,ShallowDemersal,Benthopelagics,0.01906780248572667,3
31,ShallowDemersal,BlackSeaBass,0.4459894997025994,3
31,ShallowDemersal,Flounders,1.51655804715775,2
31,ShallowDemersal,Goosefish,0.7101495012364482,3
31,ShallowDemersal,Hakes,0.9418403291173283,3
31,ShallowDemersal,MiscellaneousDemersals,0.3681467677027167,3
31,ShallowDemersal,Scup,0.24218074839943166,3
31,ShallowDemersal,ShallowDemersal,0.6279699543879167,3
31,ShallowDemersal,SkateRays,0.7774603048450001,2
31,ShallowDemersal,SpinyDogfish,0.8398204631314999,2
31,ShallowDemersal,Squids,1.7135617255106668,3
31,ShallowDemersal,StripedBass,1.206008739065245,3
31,ShallowDemersal,WhitePerch,1.5560166998555556,3
31,ShallowDemersal,WinterFlounder,2.08181943441825,2
31,SkateRays,AtlanticHerring,9.403509294866667e-4,3
31,SkateRays,AtlanticMackerel,0.3862243723166666,3
31,SkateRays,AtlanticTomcod,0,2
31,SkateRays,Benthopelagics,0,3
31,SkateRays,BlackSeaBass,0.5159691820946083,3
31,SkateRays,Flounders,7.3436196088375,2
31,SkateRays,Goosefish,11.852938239368333,3
31,SkateRays,Hakes,3.85010305457,3
31,SkateRays,MiscellaneousDemersals,0.18302584444849998,3
31,SkateRays,Scup,0.13312693088186667,3
31,SkateRays,ShallowDemersal,0.4310784827344833,3
31,SkateRays,SkateRays,0.073128797765,2
31,SkateRays,SpinyDogfish,2.5693975595925,2
31,SkateRays,Squids,1.1495104285,3
31,SkateRays,StripedBass,8.297438002497334,3
31,SkateRays,WhitePerch,0,3
31,SkateRays,WinterFlounder,0.11987641664500001,2
31,SmallPhytoplankton,AtlanticHerring,0,3
31,SmallPhytoplankton,AtlanticMackerel,0,3
31,SmallPhytoplankton,AtlanticTomcod,0,2
31,SmallPhytoplankton,Benthopelagics,0,3
31,SmallPhytoplankton,BlackSeaBass,0,3
31,SmallPhytoplankton,Flounders,0,2
31,SmallPhytoplankton,Goosefish,0,3
31,SmallPhytoplankton,Hakes,0,3
31,SmallPhytoplankton,MiscellaneousDemersals,0,3
31,SmallPhytoplankton,Scup,0,3
31,SmallPhytoplankton,ShallowDemersal,0,3
31,SmallPhytoplankton,SkateRays,0,2
31,SmallPhytoplankton,SpinyDogfish,0,2
31,SmallPhytoplankton,Squids,0,3
31,SmallPhytoplankton,StripedBass,0,3
31,SmallPhytoplankton,WhitePerch,0,3
31,SmallPhytoplankton,WinterFlounder,0,2
31,SmallZooplankton,AtlanticHerring,14.460605496666668,3
31,SmallZooplankton,AtlanticMackerel,2.0032004883333334,3
31,SmallZooplankton,AtlanticTomcod,5.2126782,2
31,SmallZooplankton,Benthopelagics,16.272550888,3
31,SmallZooplankton,BlackSeaBass,9.183216906666667,3
31,SmallZooplankton,Flounders,0,2
31,SmallZooplankton,Goosefish,5.978591233333333,3
31,SmallZooplankton,Hakes,10.600119393333333,3
31,SmallZooplankton,MiscellaneousDemersals,10.55941081,3
31,SmallZooplankton,Scup,8.937477524074074,3
31,SmallZooplankton,ShallowDemersal,13.622904351666666,3
31,SmallZooplankton,SkateRays,0,2
31,SmallZooplankton,SpinyDogfish,0,2
31,SmallZooplankton,Squids,6.697027863333333,3
31,SmallZooplankton,StripedBass,3.7149320916666664,3
31,SmallZooplankton,WhitePerch,10.091190739111111,3
31,SmallZooplankton,WinterFlounder,0,2
31,SpinyDogfish,AtlanticHerring,0,3
31,SpinyDogfish,AtlanticMackerel,0,3
31,SpinyDogfish,AtlanticTomcod,0,2
31,SpinyDogfish,Benthopelagics,0,3
31,SpinyDogfish,BlackSeaBass,4.017767920266667e-5,3
31,SpinyDogfish,Flounders,0.024437220102785002,2
31,SpinyDogfish,Goosefish,9.369589380625,3
31,SpinyDogfish,Hakes,4.919607033333334e-4,3
31,SpinyDogfish,MiscellaneousDemersals,0,3
31,SpinyDogfish,Scup,0,3
31,SpinyDogfish,ShallowDemersal,0,3
31,SpinyDogfish,SkateRays,0.103210955825,2
31,SpinyDogfish,SpinyDogfish,0.18503459190250002,2
31,SpinyDogfish,Squids,0,3
31,SpinyDogfish,StripedBass,3.9435774349337387,3
31,SpinyDogfish,WhitePerch,0,3
31,SpinyDogfish,WinterFlounder,0,2
31,Squids,AtlanticHerring,1.5162307064266665,3
31,Squids,AtlanticMackerel,9.3094278835,3
31,Squids,AtlanticTomcod,0,2
31,Squids,Benthopelagics,0.014638708645706718,3
31,Squids,BlackSeaBass,9.689078935058333,3
31,Squids,Flounders,22.6221749785,2
31,Squids,Goosefish,5.19697165424245,3
31,Squids,Hakes,17.634775213016667,3
31,Squids,MiscellaneousDemersals,3.7451559395017493,3
31,Squids,Scup,5.764340168392419,3
31,Squids,ShallowDemersal,7.317613481563999,3
31,Squids,SkateRays,16.879927025375,2
31,Squids,SpinyDogfish,21.600545099999998,2
31,Squids,Squids,20.35467645395,3
31,Squids,StripedBass,10.770543792990834,3
31,Squids,WhitePerch,0,3
31,Squids,WinterFlounder,16.02168996688,2
31,StripedBass,AtlanticHerring,0.014754804383507432,3
31,StripedBass,AtlanticMackerel,0.06981639513596763,3
31,StripedBass,AtlanticTomcod,0.0099426002100636,2
31,StripedBass,Benthopelagics,3.6132634190543715e-4,3
31,StripedBass,BlackSeaBass,9.459661251090357e-4,3
31,StripedBass,Flounders,0.047141707554485,2
31,StripedBass,Goosefish,0.08023062464165545,3
31,StripedBass,Hakes,0.043184700240744785,3
31,StripedBass,MiscellaneousDemersals,0.009624646782602319,3
31,StripedBass,Scup,0.0020089977568545567,3
31,StripedBass,ShallowDemersal,0.09155760579474574,3
31,StripedBass,SkateRays,2.8989238629675e-4,2
31,StripedBass,SpinyDogfish,0.0167374360255871,2
31,StripedBass,Squids,0.400333134203555,3
31,StripedBass,StripedBass,0.031169104342948926,3
31,StripedBass,WhitePerch,3.754766658047222e-6,3
31,StripedBass,WinterFlounder,0.3101268980885935,2
31,WhitePerch,AtlanticHerring,0.0032380412272636334,3
31,WhitePerch,AtlanticMackerel,0,3
31,WhitePerch,AtlanticTomcod,3.6492947768135,2
31,WhitePerch,Benthopelagics,6.834668308766667e-6,3
31,WhitePerch,BlackSeaBass,0,3
31,WhitePerch,Flounders,0.0396112356945,2
31,WhitePerch,Goosefish,0,3
31,WhitePerch,Hakes,0,3
31,WhitePerch,MiscellaneousDemersals,4.0829571254999997e-7,3
31,WhitePerch,Scup,0,3
31,WhitePerch,ShallowDemersal,0.03481211207594167,3
31,WhitePerch,SkateRays,0,2
31,WhitePerch,SpinyDogfish,0,2
31,WhitePerch,Squids,0,3
31,WhitePerch,StripedBass,0.05455607038471917,3
31,WhitePerch,WhitePerch,0.006262569141404444,3
31,WhitePerch,WinterFlounder,0.1375518088546375,2
31,WinterFlounder,AtlanticHerring,0.24284847102393334,3
31,WinterFlounder,AtlanticMackerel,17.163412145768717,3
31,WinterFlounder,AtlanticTomcod,0.16762855670000001,2
31,WinterFlounder,Benthopelagics,0.005476061629483333,3
31,WinterFlounder,BlackSeaBass,0.38914456922508334,3
31,WinterFlounder,Flounders,0.6973781379054887,2
31,WinterFlounder,Goosefish,0.5118217797745888,3
31,WinterFlounder,Hakes,0.44945355157129496,3
31,WinterFlounder,MiscellaneousDemersals,0.14694119552218332,3
31,WinterFlounder,Scup,0.07961180266098333,3
31,WinterFlounder,ShallowDemersal,0.7130300349928334,3
31,WinterFlounder,SkateRays,0.39209167721185,2
31,WinterFlounder,SpinyDogfish,0.38799969886352503,2
31,WinterFlounder,Squids,1.2522456864906666,3
31,WinterFlounder,StripedBass,0.9982596161389538,3
31,WinterFlounder,WhitePerch,0.8582325870799999,3
31,WinterFlounder,WinterFlounder,1.26040052476325,2
32,AtlanticHerring,AtlanticHerring,0.4608900723127817,3
32,AtlanticHerring,AtlanticMackerel,2.6011128512666666,3
32,AtlanticHerring,AtlanticTomcod,0.4508860944775,2
32,AtlanticHerring,Benthopelagics,0.08467756886333333,3
32,AtlanticHerring,BlackSeaBass,1.7103228903773333,3
32,AtlanticHerring,Flounders,5.8432678995375005,2
32,AtlanticHerring,Goosefish,1.1200000867461668,3
32,AtlanticHerring,Hakes,3.4747545179778667,3
32,AtlanticHerring,MiscellaneousDemersals,1.0030697141183333,3
32,AtlanticHerring,Scup,1.197798450558355,3
32,AtlanticHerring,ShallowDemersal,2.5193732224411,3
32,AtlanticHerring,SkateRays,1.845210725437,2
32,AtlanticHerring,SpinyDogfish,2.04774399295,2
32,AtlanticHerring,Squids,5.942777904083333,3
32,AtlanticHerring,StripedBass,3.71738216155955,3
32,AtlanticHerring,WhitePerch,2.7640670914884127,3
32,AtlanticHerring,WinterFlounder,4.812312360996,2
32,AtlanticMackerel,AtlanticHerring,0.11366792890205,3
32,AtlanticMackerel,AtlanticMackerel,22.47321873414634,3
32,AtlanticMackerel,AtlanticTomcod,0,2
32,AtlanticMackerel,Benthopelagics,6.6795797425e-4,3
32,AtlanticMackerel,BlackSeaBass,0.5350108609246667,3
32,AtlanticMackerel,Flounders,1.6634825028812252,2
32,AtlanticMackerel,Goosefish,4.473460784453167,3
32,AtlanticMackerel,Hakes,1.2946916500077665,3
32,AtlanticMackerel,MiscellaneousDemersals,0.2513948818333,3
32,AtlanticMackerel,Scup,0.23633748121493614,3
32,AtlanticMackerel,ShallowDemersal,0.4903792735337667,3
32,AtlanticMackerel,SkateRays,3.051834445975,2
32,AtlanticMackerel,SpinyDogfish,4.99859849562325,2
32,AtlanticMackerel,Squids,1.2090377039433333,3
32,AtlanticMackerel,StripedBass,4.798679601275292,3
32,AtlanticMackerel,WhitePerch,0,3
32,AtlanticMackerel,WinterFlounder,0.829123012783,2
32,AtlanticTomcod,AtlanticHerring,0.0012479226745117618,3
32,AtlanticTomcod,AtlanticMackerel,0,3
32,AtlanticTomcod,AtlanticTomcod,0.09591320794797499,2
32,AtlanticTomcod,Benthopelagics,6.924082485454999e-7,3
32,AtlanticTomcod,BlackSeaBass,0,3
32,AtlanticTomcod,Flounders,0.0035654034769875653,2
32,AtlanticTomcod,Goosefish,0,3
32,AtlanticTomcod,Hakes,0,3
32,AtlanticTomcod,MiscellaneousDemersals,0.004536403612847433,3
32,AtlanticTomcod,Scup,0,3
32,AtlanticTomcod,ShallowDemersal,0.019203247640377,3
32,AtlanticTomcod,SkateRays,0,2
32,AtlanticTomcod,SpinyDogfish,0,2
32,AtlanticTomcod,Squids,0,3
32,AtlanticTomcod,StripedBass,0.006366399286654815,3
32,AtlanticTomcod,WhitePerch,0.00201873922694127,3
32,AtlanticTomcod,WinterFlounder,0.0119289341998995,2
32,Benthopelagics,AtlanticHerring,6.297846892598501,3
32,Benthopelagics,AtlanticMackerel,10.09032242935,3
32,Benthopelagics,AtlanticTomcod,14.4956170475,2
32,Benthopelagics,Benthopelagics,0.045113298045,3
32,Benthopelagics,BlackSeaBass,3.1133727425115003,3
32,Benthopelagics,Flounders,2.2752472381375,2
32,Benthopelagics,Goosefish,1.6903705676146819,3
32,Benthopelagics,Hakes,2.940588608166667,3
32,Benthopelagics,MiscellaneousDemersals,2.476517277585,3
32,Benthopelagics,Scup,2.2675507495568095,3
32,Benthopelagics,ShallowDemersal,8.645390209532211,3
32,Benthopelagics,SkateRays,5.818782769749999,2
32,Benthopelagics,SpinyDogfish,4.41889205625,2
32,Benthopelagics,Squids,10.122493110166667,3
32,Benthopelagics,StripedBass,3.5167837516237435,3
32,Benthopelagics,WhitePerch,15.33931434176746,3
